,ASU,KU Leuven,Mondragon,NTUT,Paderborn,PoliTO,Sydney,Tribhuvan,Tsinghua,TUDelft,UTK,XJTU,gmean,std
0,388.85645050739794,1008.3314208984376,373.444704162263,462.97163870054845,417.1913757324218,411.4393189864972,440.2845153808594,602.7145385742188,403.5231258401868,475.4570108640369,411.19927978515625,448.02874755859375,467.55544297974564,0.3585958703046658
1,680.9810503697389,1062.6279296875,707.503732688309,558.1762260564948,796.2597045898436,767.2684401310993,804.4106445312499,934.6886596679688,721.0963661862451,902.6184611891824,797.5142211914062,739.4403076171875,779.5761091462084,0.16583173664390052
2,4169.623609522881,2719.234619140625,4612.75937496813,4485.633058845268,4973.025390625,4824.7849261702895,4863.1484375,5010.45849609375,4420.268538034518,5362.831602524983,4718.6171875,4573.71728515625,4506.5657868262815,0.14443404549126374
3,7759.505212181555,7834.30859375,8493.29872302553,8228.212118080377,8959.669921875,8711.761083125226,8769.7587890625,8438.583984375,8614.01752298358,9412.051507972545,8495.2421875,8587.962890625,8514.365942857077,0.05296640461983397
4,13583.154161198752,16732.11328125,15549.2367752567,15591.549094710868,16001.642578125,15696.257050078386,15707.734375,17154.5078125,16341.654535742908,16565.250704130634,15554.74609375,15460.4130859375,15803.927383377977,0.056601962330405674
5,253635.778551877,267657.09375,276997.214176251,289392.9631888968,275916.625,285547.41009923187,275007.03125,282734.875,294103.79364331265,275961.7165645494,274253.0625,282132.15625,277592.1120418921,0.037883028911522815
6,312.77773683318617,1029.344482421875,277.753451219197,268.31420403520093,320.61428833007807,304.03573020105506,333.9913024902344,521.7152709960938,296.33817832513193,344.8518622590513,353.4708557128906,334.50543212890625,361.15702996715044,0.5391448467261118
7,544.8142297664376,1076.01513671875,547.159617792334,379.47973707786787,624.159912109375,584.9319543307948,623.2301025390625,435.19439697265625,546.3408710791774,681.0047165941526,635.8807983398438,526.2260131835938,581.6860988891683,0.28662823772948176
8,1035.933931846401,1144.4676513671875,1028.68861098041,1109.2380554025688,1156.7481689453125,1092.9789051817525,1147.27685546875,1344.9210205078125,1023.3174195049673,1201.2880375866034,1288.7618408203125,1098.7357177734375,1135.48641631225,0.08773733419929972
9,3543.3350867098734,1785.65576171875,3548.16082667321,3035.4090095175247,3809.984619140625,3751.4529813167,3729.593017578125,3797.313720703125,3002.1686469932674,3980.684743710905,3901.6274414062495,3508.22216796875,3384.1640466026797,0.1763190202344213
