,ASU,KU Leuven,Mondragon,NTUT,Paderborn,PoliTO,Sydney,Tribhuvan,Tsinghua,TUDelft,UTK,XJTU,gmean,std
0,59210.45841260333,60804.7109375,65192.9390179614,33766.393851641486,66174.53125,58359.075049206185,64967.1640625,47069.83203125,42672.04917858665,65155.80124700928,42304.921875,64712.2265625,54667.29011007369,0.20238509877390973
1,6275.723497367107,4784.6611328125,6044.82909886568,3223.181896165489,6748.95166015625,5274.809026638664,6678.076171875,4514.81884765625,7250.964577022579,6640.464522492996,4439.435546875,6297.03515625,5545.168213544148,0.2142486239583207
2,150973.14231955548,145417.59375,156107.004691797,85748.38896989467,162274.96875,151595.62110012065,151837.796875,55494.64453125,134359.2878021257,159338.61228798475,103656.171875,154788.328125,128841.17855901271,0.2541965377886154
3,4008.3088111760744,4784.6611328125,4096.9443146251,2742.371975183452,4289.587890625,3954.6343004075193,4070.1098632812495,3311.062744140625,4428.17246027978,4231.326369862969,3395.02294921875,4018.259033203125,3905.467186588728,0.13966648799665654
4,119949.97343115669,107472.5859375,110921.361310957,60345.91059734578,111190.84375,105559.7013837284,105651.9765625,42741.953125,92536.42483448292,109935.33474367732,77500.140625,106732.109375,92351.14943467901,0.2458981804276334
5,206482.19542563008,194890.8125,205259.235620981,110012.55403825705,207026.0,201892.4667877191,199750.1875,94634.71875,173783.46354757203,206847.90991244392,142723.359375,188783.0,172524.82528174433,0.2245393294538242
6,2523.9136268531083,4784.6611328125,2671.15499568073,2058.312478839967,2517.622802734375,3035.103615229579,2402.645263671875,3362.687744140625,2203.953333570269,2421.621939832487,2504.35205078125,2517.41015625,2681.037440801305,0.2646440384210146
7,42064.28784837663,42985.16015625,42847.3254687227,23057.870898026264,43648.6015625,41126.98904988372,43389.01953125,21829.322265625,43007.611050708925,42993.467318104056,29038.1953125,42397.64453125,37151.75131484949,0.21896259472232274
8,201640.53830546167,200715.171875,205838.242318579,115597.17473531447,199915.9375,201134.94985535624,196039.0,91327.890625,194477.70706562864,201762.32772460405,146680.40625,191430.296875,173880.3103951722,0.21707052268722773
9,363646.8323978288,360822.96875,365636.021639618,205574.55845077452,357862.375,356994.31113180926,354960.65625,161185.40625,337013.8446714591,356496.6419592741,257120.03125,360285.8125,310477.5156581061,0.2214940565331613
